ADG_CODE,GOOD_NAME,BRAND,CATEGORY
8708,MERCEDES BENZ G CLASS 2012Թ -Ի ՄԱՐԴԱՏԱՐ Ա/Մ Ի ԹԱՓՔԻ ՄԱՍ ԽԼԱՑՈՒՑԻՉԻ ԾԱՅՐԱԿԱԼՆԵՐ 6 ՀԱՏ KETAI ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ,Mercedes-Benz,Auto Parts
6203,ՏՂԱՄԱՐԴՈՒ ՀԱՔՈՒՍՏԻ ԿՈՄՊԼԵԿՏ ՎԵՐԵՎԱՄԱՍ ԿԱՅԾԱԿ ՃԱՐՄԱՆԴՈՎ ԵՎ ՏԱԲԱՏ 78 ՀԱՏ ԱՌԱՆՑ ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆԻ 18 ՀԱՏ ԿՈՄՈՒՖԼՅԱԺ ՏԵՍԱԿԻ S-3 M-3 L-3 XL-3 XXL-3 XXXL-3 30 ՀԱՏ ԿԱՆԱՉ ԳՈՒՅՆԻ S-5 M-5 L-5 XL-5 XXL-5 XXXL-5 30 ՀԱՏ ՍԵՎ ԳՈՒՅՆԻ S-5 M-5 L-5 XL-5 XXL-5 XXXL-5,Unknown,Clothing
101,ՆԵՐԿ ԳԱՌՆԻԵՌ,Unknown,Cosmetics
2208,Կոնյակ Արարատ Հայաստան 10 0 75լ,Unknown,Other
1806,Շոկոլադե սալիկ Milka MMMAX կարամելային և ամբողջակա,Milka,Food Products
1905,Թխվածքաբլիթ 127գ ESMERALDA -Lovita ROSHEN,Roshen,Food Products
3307,Դեզոդորանտ Նիվեա Տղամարդու 150մլ,Nivea,Cosmetics
3402,Լ Փ Սավեքս Ավտոմատ 400գ S,Savax,Auto Parts
3402,Լվացքի հեղուկ Սավեքս սպիտակ-գունավոր 0 945լ,Savax,Household
4818,ԶԱՌԱ ԱՆՁԵՌ ՔԱՇՈՎԻ 8 ՓՈՔՐ,Zara,Other
6402,ՍՊՈՐՏ 1JP BROWN TUP B47 WHITE/37,Unknown,Clothing
9603,Կոլգեյթ ատ խոզ զիգզագ,Colgate,Other
6115,Գուլպա տղամարդու ALEX սև M-5601 41-42,Alex,Clothing
1902,Աթենք Պելմենի ռուսական 450գ,Athenk,Food Products
9619,տակդիր Պամպերս N4,Pampers,Household
6115,Զուգագուլպա Alex Սպիտակ JT6-302 128-134,Alex,Clothing
6104,8684135654639 Ժիլետ,Gillette,Clothing
2009,Հյութ ծիրան Արարատ 0 97լ,Unknown,Beverages
3304,Հակաքրտինքային միջոց Գարնիեր միներալ ակտիվ կոնտրոլ,Garnier,Other
3402,Լվացքի փոշի Սավեքս 2in1 8կգ,Savax,Household
8708,MERCEDES BENZ GLC 2016Թ ՄԱՐԴԱՏԱՐ Ա/Մ Ի ԱՌՋԵՎԻ ԱՆՎԱԹԵՎ 1ՀԱՏ ԱՌԱՆՑ ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆԻ ԱՐՏ 2538800218,Mercedes-Benz,Auto Parts
1806,Kinder Duo 150գ,Unknown,Other
1806,Շոկ սալիկ Roshen Lacmi 85գ,Roshen,Other
2204,Տուն Արմենիա կարմիր չոր 0 75 լ,Unknown,Other
406,Պանիր Մարիաննա Լոռի Վկ կգ,Marianna,Food Products
1601,Աթենք սերվելատ ապղտած երշիկ,Athenk,Food Products
6211,ՏՂԱՆԵՐԻ ԼՈՂԱՎԱՐՏԻՔ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻՑ ZARA,Zara,Clothing
1601,Սալ Ուկրաինական Աթենք կգ,Athenk,Other
3003,силк софт 5,Unknown,Other
4203,ՏՂԱՆԵՐԻ ԲԱՃԿՈՆՆԵՐ ԲՆԱԿԱՆ ԿԱՇՎԻՑ ZARA,Zara,Clothing
8409,Ա/Մ-Ի ՅՈՒՂԱՀԱՆԻՉ ԹԱՍԱԿ 20 ՀԱՏ VICTOR REINZ - 702949100 Mercedes-Benz C180 202 1993,Mercedes-Benz,Auto Parts
1704,Կարամել Կրեմկա Յաշկինո կգ,Yashkino,Cosmetics
3401,Գել Կրեմ լոգանքի Nivea Deonica,Nivea,Cosmetics
3003,AmoxiClav-Denk 1000/125mg N8,Unknown,Other
3926,Միակողմանի կողպման ամրակ КСС 4х200 սպիտակ 100հատ,Unknown,Other
901,Լուծվող սուրճ նեսկաֆե 47 5 գր,Nescafe,Beverages
1704,Կոնֆետ Օպերա Գրանդ Քենդի կգ,Grand Candy,Food Products
2002,ՏՈՄԱՏԻ ՄԱԾՈՒԿ ԱՐՏՖՈՒԴ 500Լ,Artfood,Other
2009,Բն հյութ Ամառե Արտֆուդ Ֆեյխոա 0 75լ հատ,Artfood,Beverages
1806,ՇՈԿՈԼԱԴԵ ԲԱՏՈՆ ԿԻՆԴԵՐ ՔԱՈՒՆԹՐԻ 23 5Գ,Unknown,Food Products
8517,Բջջային հեռախոս Samsung A16 4GB/128GB,Samsung,Electronics
2106,Թխվ Միլկա շոկ կտորներով 126գ,Milka,Other
6115,Գուլպա մանկական Ալեքս կապույտ 23-26 Կ1509,Alex,Clothing
901,Սուրճ Nescafe Strong 4 1,Nescafe,Beverages
2008,Արևածաղիկ Գծավոր Ապաչի 70 գր,Apache,Other
2001,Ռոյալ Լեչո,Royal,Other
6115,Գուլպա Ալեքս Ֆեմիլի տղամարդու կապույտ 43-44 M-5,Alex,Clothing
1806,շոկոլադ միլկա պնդուկով 300 գ,Milka,Food Products
3306,Խոզանակ ատամի Colgate մանկական 5,Colgate,Clothing
4818,Անձեռոցիկներ Սիլկ Սոֆթ 30X30 100հատ,Silk Soft,Household
6111,20010684674 2750950 275095 - s Oliver Boys Վերնաշ,Unknown,Other
2402,Սիգարետ Արարատ compakt,Unknown,Other
2204,Գինի Armenia Տակառ կարմիր 0 75լ,Armenia,Beverages
4803,ԶԱՌԱ ՈՏՔԵՌ 150 ՀԱՏ,Zara,Other
2101,ՍՈՒՐՃ NESCAFE Gold 190gr,Nescafe,Beverages
2001,Պահածո խավիար 360գ Արտֆուդ,Artfood,Food Products
3402,Սավեքս 300գր Ձեռքի,Savax,Other
1806,Գրանդ Քենդի սառույց 53գ,Grand Candy,Other
3306,ատամի մածուկ մեծ 100մլ Կոլգեյթ Մաքս Ֆռեշ 5851,Colgate,Cosmetics
6114,ԿԱՆԱՑԻ ՏՐԻԿՈՏԱԺԵ ՏՈՊԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ 6 ՀԱՏ ZARA,Zara,Clothing
901,Սուրճ HOT CHOCO 20գ Ռոյալ,Royal,Beverages
902,ԹԵՅ- GENEX կանաչ-25հտ,Unknown,Beverages
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE55DU7100UXRU 55 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 09PB3K5X401480J_x000D_ 09PB3K5X401481D_x000D_ 09PB3K5X401482T_x000D_ 09PB3K5X401483R_x000D_ 09PB3K5X401484A_x000D_ 09PB3K5X401485V_x000D_ 09PB3K5X401486E_x000D_ 09PB3K5X401487Z_x000D_ 09PB3K5X401488M_x000D_ 09PB3K5X401489X_x000D_ 09PB3K5X401490W_x000D_ 09PB3K5X401491N_x000D_ 09PB3K5X401492K_x000D_ 09PB3K5X401493J_x000D_ 09PB3K5X401494D_x000D_ 09PB3K5X401495T_x000D_ 09PB3K5X401496R_x000D_ 09PB3K5X401497A_x000D_ 09PB3K5X401498V_x000D_ 09PB3K5X401499E_x000D_ 09PB3K5X401500T_x000D_ 09PB3K5X401501R_x000D_ 09PB3K5X401502A_x000D_ 09PB3K5X401503V_x000D_ 09PB3K5X401504E_x000D_ 09PB3K5X401505Z_x000D_ 09PB3K5X401506M_x000D_ 09PB3K5X401507X_x000D_ 09PB3K5X401508B_x000D_ 09PB3K5X401509H_x000D_ 09PB3K5X401510K_x000D_ 09PB3K5X401511J_x000D_ 09PB3K5X401512D_x000D_ 09PB3K5X401513T_x000D_ 09PB3K5X401514R_x000D_ 09PB3K5X401515A_x000D_ 09PB3K5X401519M_x000D_ 09PB3K5X401521W_x000D_ 09PB3K5X401522N_x000D_ 09PB3K5X401523K_x000D_ 09PB3K5X401524J_x000D_ 09PB3K5X401525D,Samsung,Electronics
9619,Pampers Harmonie Ակվա խոնավ անձեռոցիկ 3x48 N144,Pampers,Household
2204,Գինի Արմենիա Վարդագույն անապակ,Unknown,Beverages
1905,ՎԱՖԼԻ ՅԱՇԿԻՆՈ 180ԳՐ,Yashkino,Food Products
6402,ՍՊՈՐՏ 1HP LORO P 1016-1 BLUE/38,Unknown,Clothing
3305,Nivea Շամպուն տղամարդու,Nivea,Cosmetics
4818,Անձեռոցիկ Խոնավ Ունիվերսալլ Սիլկ Սոֆտ 120հ,Unknown,Household
902,ռոյալ արմենիա բու սառը թե,Royal,Other
6115,Զուգագուլպա Alex EveryDay 40D castoro 4/L,Alex,Clothing
3306,Ատամի հեղ COLGATE PLAX 7/24 250մլ,Colgate,Other
6204,Տոպ Wrap black/ lin S Z0001136,Unknown,Other
1206,Արևածաղիկ Apache 160գ,Apache,Other
2402,2402 Սիգլո ՄՏ Արարատ Սիգլո,Unknown,Other
3307,Փրփուր սափ Gillette 200ml,Gillette,Other
1806,Մածուկ ատամի Colgate optic 75մլ,Colgate,Other
3924,Սպունգ խոհ VILEDA 1հ 440դր կանաչ,Unknown,Other
403,Սերուցք 10 Մարիաննա 1լ,Marianna,Other
1904,Daroink Deny,Daroink,Other
2204,սփրեդ գյուղական Մարիաննա 500գ,Marianna,Other
6115,Զուգագուլպա Alex Basic 15Den safari 3-M,Alex,Clothing
1806,Շոկ Սալիկ Միլկա Բաբլես Կոկոս 97Գր,Milka,Other
1005,մարմ գել սելա կանաչ,Unknown,Cosmetics
1806,Շոկ սալիկ ծակոտկեն 80գ Ռոշեն,Roshen,Other
2201,ԿՈՄՊՈՏ ՌՈՅԱԼ 1Լ,Royal,Beverages
1104,պատրաստի նախաճաշ Apache գնդիկներ 250գ միքս,Apache,Other
1905,Պեչենի Յաշկինո շոկոլադ բալ 165գ,Yashkino,Food Products
2106,Լվացքի փոշի Սավեքս 1 2կգ 2/1 ավտոմատ,Savax,Household
4803,Սիլկ Սոֆթ Vita անձեռոցիկ 0084 200հ,Silk Soft,Household
1704,Թխվ սունկ դարոինկ 45գր,Unknown,Other
2202,Coca-cola zero 0 2l,Coca-Cola,Beverages
5601,Բամբակյա սկավառակ Salve 120հ հատ,Salve,Other
3005,Памперс 6,Unknown,Other
,Զուգագուլպա Alex Classica 40d XS-XL H Moka 2/S,Alex,Clothing
901,Սուրճ Ռոյալ Արմենիա արոմա աղացած 10,Royal,Beverages
2005,մարինադ Ասորտի Royal 950գ,Royal,Other
1704,Կարամել Шипучка կգ Roshen,Roshen,Other
1905,Թխվածքաբլիթ Դարոինկ պ/թ կգ,Unknown,Food Products
6110,Ժիլետ 01 Կանացի 30W-031 Գրպանով,Gillette,Clothing
3307,Անձեռոցիկ թաց անտի Սիլկ Սոֆթ 15հատ 9147,Silk Soft,Household
3304,Ատամի մածուկ Colgate Total 75мл,Colgate,Cosmetics
6111,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՏԱԲԱՏՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 12 ՀԱՏ ZARA,Zara,Clothing
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE43CU7100UXRU 43 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ_x000D_ 0P5W3NCW701750T_x000D_ 0P5W3NCW701752Y_x000D_ 0P5W3NCW701755E_x000D_ 0P5W3NCW701756R_x000D_ 0P5W3NCW701757J_x000D_ 0P5W3NCW701758W_x000D_ 0P5W3NCW701759L_x000D_ 0P5W3NCW701760H_x000D_ 0P5W3NCW701761M_x000D_ 0P5W3NCW701762V_x000D_ 0P5W3NCW701763T_x000D_ 0P5W3NCW701764K_x000D_ 0P5W3NCW701765Y_x000D_ 0P5W3NCW701766P_x000D_ 0P5W3NCW701767X_x000D_ 0P5W3NCW701768E_x000D_ 0P5W3NCW701769R_x000D_ 0P5W3NCW701770D_x000D_ 0P5W3NCW701771N_x000D_ 0P5W3NCW701772F_x000D_ 0P5W3NCW701773H_x000D_ 0P5W3NCW701774M_x000D_ 0P5W3NCW701775V_x000D_ 0P5W3NCW701777K,Samsung,Electronics
3402,Լվ փոշի Savex 2 25 կգ,Savax,Household
8418,ՍԱՌՆԱՐԱՆ ՍԱՌՑԱՐԱՆ ԿԵՆՑԱՂԱՅԻՆ ԿՈՄԲԻՆԱՑՎԱԾ՝ ԵՐԿԴՌՆԱՆԻ SAMSUNG RS61R5001M9/WT 680Լ,Samsung,Electronics
6208,Ներքնաշոր տղ բոքսեր սլիմ Alex M-L,Alex,Clothing
8708,MERCEDES-BENZ ՄԱԿՆԻՇԻ 2011Թ ԼՐԱԿ S212 ԹԱՓՔՈՎ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՏԱՆԻՔԻ ԱՆՎՏԱՆԳՈւԹՅԱՆ ԲԱՐՁԻԿ ՕԳՏ -1ՀԱՏ ԸՍՏ Փ/Ե- 01692501 ԱՌ 10 06 2025Թ,Mercedes-Benz,Auto Parts
2402,Սիգարետ Ararat Charcoal 100mm6 2,Unknown,Other
2209,Artfood խնձորի քացախ 430մլ,Artfood,Other
8517,Հեռախոս բջջ Samsung A36 8GB/256GB Lavender BeFree,Samsung,Electronics
8205,Doxik duk,Unknown,Other
1806,Վաֆլի Յաշկինո գետնանուշ 200գր,Yashkino,Food Products
6209,ՄԱՆԿԱԿԱՆ ԲԱՃԿՈՆ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 3 ՀԱՏ ZARA,Zara,Clothing
9619,Տակդիր մանկ Pampers Premium S 1 N50,Pampers,Household
9608,Գրիչ pensan կանաչ 1հտ,Unknown,Other
1901,ԿԻևՅԱՆ ԿՈՏԼԵՏ ԳԱՆՁԱՍԱՐ կգ 714,Ganjasar,Food Products
3305,ՆԵՐԿ ՄԱԶԻ ԳԱՐՆԻԵՌ N8 132 ՆԱՏՈՒՌԱԼՆԻ ՍՎԵՏԼՈ ՌՈՒՍԻ,Unknown,Cosmetics
4818,անձեռնոցիկ Silk Soft 100 երկար,Silk Soft,Other
3304,Հակաքրտինքային միջոց Նիվեա Մեն Ֆրեշ 50մլ,Nivea,Other
1905,Վաֆլի Roshen Wafers ընկույզով 216 գր,Roshen,Food Products
2101,Նեսկաֆե Կլասիկ Պակետով 2գր,Nescafe,Beverages
1602,Խաշ սառեցված Աթենք 900գր,Athenk,Other
1902,պելմեններ 450գ Աթենք,Athenk,Other
1704,վաֆլե տորթ ընկույզով Յաշկինո 250 գ,Yashkino,Other
6112,Տղմ սպորտ հագ հուդիով 98,Unknown,Clothing
56.1,Ararat Apricot 0 05 Արարատ Ծիրանի,Unknown,Other
1806,Կոնֆետ Ֆրուտիս Գռանդ Քենդի 78,Unknown,Food Products
6203,20010668890 2706110 270611 - s Oliver Boys Տաբատն,Unknown,Clothing
1904,սուրճ նեսկաֆե այս 11 5գ,Nescafe,Beverages
1806,Թխվածքաբլիթ Միլկա 126գ,Milka,Food Products
2005,Բամիայի մարինադ Արտֆուդ 480գ,Artfood,Other
1601,Բեկոն աթենք կգ,Athenk,Other
1806,Պեչենի Կինդեր սպիտակ շոկոլադով կգ,Unknown,Food Products
8528,ՄՈՆԻՏՈՐՆԵՐ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ՝ՄՇԱԿՎԱԾ ՀԱՄԱԿԱՐԳԻՉՆԵՐԻ ՀԵՏ ՕԳՏԱԳՈՐԾԵԼՈՒ ՀԱՄԱՐ SAMSUNG LS32D804UAIXCI 32 ԴՈՒՅՄ 0UYPHNBXC00001V_x000D_ 0UYPHNBXC00002R_x000D_ 0UYPHNBXC00003D_x000D_ 0UYPHNBXC00004K_x000D_ 0UYPHNBXC00005W_x000D_ 0UYPHNBXC00006F_x000D_ 0UYPHNBXC00007P_x000D_ 0UYPHNBXC00008B_x000D_ 0UYPHNBXC00009M_x000D_ 0UYPHNBXC00010L_x000D_ 0UYPHNBXC00011H_x000D_ 0UYPHNBXC00012X_x000D_ 0UYPHNBXC00013Z_x000D_ 0UYPHNBXC00014V_x000D_ 0UYPHNBXC00015R_x000D_ 0UYPHNBXC00016D_x000D_ 0UYPHNBXC00017K_x000D_ 0UYPHNBXC00018W_x000D_ 0UYPHNBXC00019F_x000D_ 0UYPHNBXC00020J_x000D_ 0UYPHNBXC00021N_x000D_ 0UYPHNBXC00022Y_x000D_ 0UYPHNBXC00023L_x000D_ 0UYPHNBXC00024H_x000D_ 0UYPHNBXC00025X_x000D_ 0UYPHNBXC00026Z_x000D_ 0UYPHNBXC00027V_x000D_ 0UYPHNBXC00028R_x000D_ 0UYPHNBXC00029D_x000D_ 0UYPHNBXC00030E_x000D_ 0UYPHNBXC00031A_x000D_ 0UYPHNBXC00032T_x000D_ 0UYPHNBXC00033J_x000D_ 0UYPHNBXC00034N_x000D_ 0UYPHNBXC00035Y_x000D_ 0UYPHNBXC00036L_x000D_ 0UYPHNBXC00037H_x000D_ 0UYPHNBXC00038X_x000D_ 0UYPHNBXC00039Z_x000D_ 0UYPHNBXC00040P_x000D_ 0UYPHNBXC00041B_x000D_ 0UYPHNBXC00042M_x000D_ 0UYPHNBXC00043E_x000D_ 0UYPHNBXC00044A_x000D_ 0UYPHNBXC00045T_x000D_ 0UYPHNBXC00046J_x000D_ 0UYPHNBXC00047N_x000D_ 0UYPHNBXC00048Y_x000D_ 0UYPHNBXC00049L_x000D_ 0UYPHNBXC00050K_x000D_ 0UYPHNBXC00051W_x000D_ 0UYPHNBXC00052F_x000D_ 0UYPHNBXC00053P_x000D_ 0UYPHNBXC00054B_x000D_ 0UYPHNBXC00055M_x000D_ 0UYPHNBXC00056E_x000D_ 0UYPHNBXC00057A_x000D_ 0UYPHNBXC00058T_x000D_ 0UYPHNBXC00059J_x000D_ 0UYPHNBXC00060V,Samsung,Electronics
5601,փայտիկ բամբակյա 200հ Salve զիպով,Salve,Other
1601,Նրբերշիկ Սերուցքաին կարագով Աթենք,Athenk,Food Products
1806,Կոնֆետ բալ շոկոլադի մեջ Յաշկինո կգ,Yashkino,Food Products
3304,մանկական տակդիր պամպերս ն 4,Pampers,Clothing
8703,ՄԱՐԴԱՏԱՐ Ա/Մ NISSAN ROGUE SPORT S 495AAO 2 0Լ 11/2017Թ _x000D_ VIN JN1BJ1CR1JW202465,Unknown,Auto Parts
2402,ARARAT COMPACT 86 6 6,Unknown,Other
2105,Պաղպաղակ Գրանդ Քենդի Ջամբո 85գ,Grand Candy,Food Products
1905,Միլկա թխվացքաբլիթ շոկ կտորներով 126,Milka,Other
8517,ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM-A366EZKDCAU - 351247481954180 352736261954187_x000D_ 351247481954388 352736261954385_x000D_ 351247481954420 352736261954427_x000D_ 351247481954438 352736261954435_x000D_ 351247481954461 352736261954468_x000D_ 351247481954479 352736261954476_x000D_ 351247481954545 352736261954542_x000D_ 351247481954859 352736261954856_x000D_ 351247481983924 352736261983921_x000D_ 351247481983932 352736261983939,Samsung,Electronics
1206,Արևածաղկի սերմեր Apache ծովի աղով 400գ,Apache,Other
101,ՆԵՍԿԱՖԵ ԳՈԼԴ 47 5գ,Nescafe,Beverages
1006,ՍՈՒՐՃ ՆԵՍԿԱՖԵ ԳՈԼԴ 95Գ,Nescafe,Beverages
3402,Լվացքի փոշի Savex ավտ Գունավոր/Սպիտակ 9կգ,Savax,Household
6105,Ներքնաշապիկ տղամարդու սպիտակ Alex M1001 XS,Alex,Clothing
8205,TOOLS ЛАМПА ШТ 56 LED LAMP For Microscope AK03 С,Unknown,Other
7318,Պտուտակ սպիտակ սուր սեմչկա 4 2 38 4,Unknown,Other
1601,Նրբերշիկ եփած երշիկ Աթենք կգ- վ,Athenk,Food Products
2106,Սափրվելու գել Ժիլետ 200մլ,Gillette,Cosmetics
2008,Կոմպոտ Արարատ սալորի 1լ,Unknown,Beverages
6104,134088-U1 46-48 Կանացի տունիկա կանաչ չ 46-48,Unknown,Clothing
1806,Բատոն Kinder bueno 43գ,Unknown,Other
6112,Sport 58003 սև L,Unknown,Other
2001,Կետչուպ Արտֆուդ արև 250մլ,Artfood,Food Products
1806,Շոկ սալիկ Միլկա 80գր Պնդուկ,Milka,Other
2002,Տոմատի մածուկ Արտֆուդ 500գ,Artfood,Other
2001,տոմատի մածուկ Royal 370գ,Royal,Other
1806,Շոկ սալիկ Ռոշեն Լակմի կաթ միջ-վաֆլի 90գր,Roshen,Food Products
1702,ԹԽՎ ԱՊԱՉԻ ԿԱԹՆԱՅԻՆ 47Գ,Apache,Food Products
3402,ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ SAVEX 800ՄԼ - 720 ՀԱՏ,Savax,Other
1704,Կոնֆետ ռոշեն Բիմ Բոմ,Roshen,Food Products
9503,խաղ զինվոր xinye swat 4կտ ժիլետ 2020-49 one22-1344,Gillette,Clothing
1704,Գլանակ Յաշկինո 190գ,Yashkino,Other
901,Սուրճ Royal Ritual 100գր,Royal,Beverages
1905,Թխվացքաբլիթ Վիխարիոկ յաշկինո կգ,Yashkino,Other
9619,Տակդիր Պամպերս Պրեմիում N1,Pampers,Household
1905,Թխվ Վաֆլի Գրանդ Քենդի կգ,Grand Candy,Food Products
3306,Ատամի խոզանակ colgate premer,Colgate,Other
1806,Գռանդ Քենդի սրճաին կոնֆետ կգ 620,Unknown,Food Products
9113,Ժապավեն ժամացույցի 41mm Light Blue Sport Band - M/,Unknown,Other
3402,Լվացքի փոշի Սավեքս Կոլոր 3կգ,Savax,Household
2105,Պաղպաղակ Գրանդ Քենդի կոն Լակոմկա ելակ,Grand Candy,Food Products
2202,Զով Ըմպելիք Coca Cola 1լ Բալ,Coca-Cola,Beverages
6201,130498-BU 54 Տղամարդու բաճկոն սև/կանաչ չ 54,Unknown,Clothing
9619,պամպերս տրուսիկ 6 44,Pampers,Other
6404,114406-Z4 39 տղ սպորտ կոշիկ մուգ կապույտ չափ 3,Unknown,Clothing
1006,ՌՈՅԱԼ ՔՈՒԻՆ ԲՐԻՆՁ ԲԱՍՄԱՏԻ,Royal,Other
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65LS03DAUXRU 65 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 09GN3K1Y100031H 09GN3K1Y100032W_x000D_ 09GN3K1Y100034Z 09GN3K1Y100035P_x000D_ 09GN3K1Y100036N 09GN3K1Y100037R_x000D_ 09GN3K1Y100040B 09GN3K1Y100042D_x000D_ 09GN3K1Y100044H 09GN3K1Y100045W_x000D_ 09GN3K1Y100046T 09GN3K1Y100048P,Samsung,Electronics
3209,VX--10903 էմալ ունիվերսալ սպիտակ անփայլ,Unknown,Other
,Գազավորված ըմպելիք Կոկա Կոլա վանիլ թ/տ 0 33մլ,Coca-Cola,Beverages
3305,Մազի ներկ Գարնիեր 7 40,Garnier,Cosmetics
3306,Ատամի մածուկ Colgate Total պրոֆ խորը մաքրում 100մ,Colgate,Cosmetics
1602,ՔԱԲԱԲ հավի մսով Գանձասար կգ,Ganjasar,Other
3307,գառնիեռ կանացի շարիկ 45C,Unknown,Clothing
6912,Կաբարե կանաչ 29-12,Unknown,Other
2204,Գինի նռան Արմենիա Վայն 0 75լ,Unknown,Beverages
2009,Գազավորված ըմպելիք Կոկա Կոլա սլիմ թ/տ 330մլ,Coca-Cola,Beverages
1806,Կինդեռ bueno,Unknown,Other
1601,Նրբերշիկ կանադական Արմենիա կգ,Unknown,Food Products
3926,խամուտ լարի PROWATT 8 8 700մմ 100հատ սպիտակ,Unknown,Other
9506,Լողի ժիլետ WONDERSPLASH 51х46սմ,Gillette,Clothing
401,Կաթնաշոռային պանիր Մարիաննա սերուցքային 60 18,Marianna,Food Products
8708,ՄԱՐԴԱՏԱՐ Ա/Մ ՇԱՐԺԻՉԻ ԽՑԻԿԻ ԾԱԾԿՈՑ ՆԱԽԱՏԵՍՎԱԾ MERCEDES BENZW168 ՄԱԿՆԻՇԻ Ա/Մ ՀԱՄԱՐ 3 ՀԱՏ ՕԳՏ ԸՍՏ ԵԶՐԱԿԱՑՈՒԹՅՈՒՆ NO 03524 ԱՌ15 03 2024,Mercedes-Benz,Auto Parts
1806,Roshen vishnya,Roshen,Other
3306,Ատամի մածուկ Colgate 75մլ Լիմոնի յուղ,Colgate,Cosmetics
1601,Երշիկ բժշկ/սիրող Աթենք կգ,Athenk,Food Products
