ADG_CODE,GOOD_NAME,BRAND,CATEGORY,text_input
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE50LS03FAUXRU 50 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 0AMU3K4Y400001R 0AMU3K4Y400002A_x000D_ 0AMU3K4Y400003V 0AMU3K4Y400004E_x000D_ 0AMU3K4Y400005Z 0AMU3K4Y400006M_x000D_ 0AMU3K4Y400007X 0AMU3K4Y400008B_x000D_ 0AMU3K4Y400009H 0AMU3K4Y400010K_x000D_ 0AMU3K4Y400011J_x000D_ 0AMU3K4Y400012D_x000D_ 0AMU3K4Y400013T_x000D_ 0AMU3K4Y400014R_x000D_ 0AMU3K4Y400015A_x000D_ 0AMU3K4Y400016V_x000D_ 0AMU3K4Y400017E_x000D_ 0AMU3K4Y400018Z,Samsung,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE50LS03FAUXRU 50 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 0AMU3K4Y400001R 0AMU3K4Y400002A_x000D_ 0AMU3K4Y400003V 0AMU3K4Y400004E_x000D_ 0AMU3K4Y400005Z 0AMU3K4Y400006M_x000D_ 0AMU3K4Y400007X 0AMU3K4Y400008B_x000D_ 0AMU3K4Y400009H 0AMU3K4Y400010K_x000D_ 0AMU3K4Y400011J_x000D_ 0AMU3K4Y400012D_x000D_ 0AMU3K4Y400013T_x000D_ 0AMU3K4Y400014R_x000D_ 0AMU3K4Y400015A_x000D_ 0AMU3K4Y400016V_x000D_ 0AMU3K4Y400017E_x000D_ 0AMU3K4Y400018Z [BRAND] Samsung [CAT] Electronics
2209,Քացախ խնձորի արտֆուդ 430մլ,Artfood,Other,Քացախ խնձորի արտֆուդ 430մլ [BRAND] Artfood [CAT] Other
1601,Ուտեստ Պալերմո Աթենք,Athenk,Other,Ուտեստ Պալերմո Աթենք [BRAND] Athenk [CAT] Other
3305,Garnier Fructis Shampoo 650ml,Garnier,Other,Garnier Fructis Shampoo 650ml [BRAND] Garnier [CAT] Other
711,ՌՈՅԱԼ ՍՄԲՈՒԿԻ ԽԱՎԻԱՐ 350Գ,Royal,Food Products,ՌՈՅԱԼ ՍՄԲՈՒԿԻ ԽԱՎԻԱՐ 350Գ [BRAND] Royal [CAT] Food Products
9619,ՊԱՄՊԵՐՍ ԳԻԶՄՈ 4 ՀԱՏ,Pampers,Other,ՊԱՄՊԵՐՍ ԳԻԶՄՈ 4 ՀԱՏ [BRAND] Pampers [CAT] Other
6203,ՏՂԱՄԱՐԴՈՒ ՀԱՔՈՒՍՏԻ ԿՈՄՊԼԵԿՏ ԱՌԱՆՑ ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆԻ ՎԵՐևԱՄԱՍ ԿԱՅԾԱԿ ՃԱՐՄԱՆԴՈՎ և ՏԱԲԱՏ 210 ՀԱՏ 105 ՀԱՏ ՍԵՎ 105 ՀԱՏ ԿԱՆԱՉ,Unknown,Clothing,ՏՂԱՄԱՐԴՈՒ ՀԱՔՈՒՍՏԻ ԿՈՄՊԼԵԿՏ ԱՌԱՆՑ ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆԻ ՎԵՐևԱՄԱՍ ԿԱՅԾԱԿ ՃԱՐՄԱՆԴՈՎ և ՏԱԲԱՏ 210 ՀԱՏ 105 ՀԱՏ ՍԵՎ 105 ՀԱՏ ԿԱՆԱՉ [BRAND] Unknown [CAT] Clothing
1602,ԳԱՆՁԱՍԱՐ ԿՐՑՔԱՄԻՍ,Ganjasar,Other,ԳԱՆՁԱՍԱՐ ԿՐՑՔԱՄԻՍ [BRAND] Ganjasar [CAT] Other
4803,Սիլկ Սոֆտ Սրբիչ խոհանոցի 2շ Ջամբո 5282,Unknown,Household,Սիլկ Սոֆտ Սրբիչ խոհանոցի 2շ Ջամբո 5282 [BRAND] Unknown [CAT] Household
4901,Մուժչինը ս Մարսա ժենշչինը ս Վեները,Unknown,Other,Մուժչինը ս Մարսա ժենշչինը ս Վեները [BRAND] Unknown [CAT] Other
2001,Աելո ձիթապտուղ կանաչ կորիզով 520գ,Unknown,Other,Աելո ձիթապտուղ կանաչ կորիզով 520գ [BRAND] Unknown [CAT] Other
1806,Շոկ Հավ Warner Hudson 150գ,Unknown,Other,Շոկ Հավ Warner Hudson 150գ [BRAND] Unknown [CAT] Other
210,կոտլետ Գանձասար կգ,Ganjasar,Food Products,կոտլետ Գանձասար կգ [BRAND] Ganjasar [CAT] Food Products
8703,ՄԱՐԴԱՏԱՐ Ա/Մ MITSUBISHI OUTLANDER SPORT SE 2 0Լ 07/2019Թ _x000D_ VIN JA4AR3AU7LU001151,Unknown,Auto Parts,ՄԱՐԴԱՏԱՐ Ա/Մ MITSUBISHI OUTLANDER SPORT SE 2 0Լ 07/2019Թ _x000D_ VIN JA4AR3AU7LU001151 [BRAND] Unknown [CAT] Auto Parts
3005,Ներարկիչ Sitek Med 50մլ 18G N1,Unknown,Other,Ներարկիչ Sitek Med 50մլ 18G N1 [BRAND] Unknown [CAT] Other
4823,Անձ սիլկ սոֆտ քաշովի 150հատ 3շ,Unknown,Other,Անձ սիլկ սոֆտ քաշովի 150հատ 3շ [BRAND] Unknown [CAT] Other
6106,KAROl-վերնաշ-spitak 8008,Unknown,Other,KAROl-վերնաշ-spitak 8008 [BRAND] Unknown [CAT] Other
2202,Զովացուցիչ ըմպելիք Coca Cola 0 25լ///,Coca-Cola,Beverages,Զովացուցիչ ըմպելիք Coca Cola 0 25լ/// [BRAND] Coca-Cola [CAT] Beverages
8708,MERCEDES-BENZ ՄԱԿՆԻՇԻ W210 ՄՈԴԵԼԻ 1996-1999թթ Ա/Մ-ՐԻ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ՝ ՀԵՏևԻ ԹԱՓԱՐԳԵԼ /ԼՐԱԿԱԶՄ/ ՕԳՏԱԳՈՐԾՎԱԾ - 1ՀԱՏ ԸՍՏ ՓՈՐՁ ԵԶՐ N 01742501 առ 09 06 2025թ,Mercedes-Benz,Auto Parts,MERCEDES-BENZ ՄԱԿՆԻՇԻ W210 ՄՈԴԵԼԻ 1996-1999թթ Ա/Մ-ՐԻ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ՝ ՀԵՏևԻ ԹԱՓԱՐԳԵԼ /ԼՐԱԿԱԶՄ/ ՕԳՏԱԳՈՐԾՎԱԾ - 1ՀԱՏ ԸՍՏ ՓՈՐՁ ԵԶՐ N 01742501 առ 09 06 2025թ [BRAND] Mercedes-Benz [CAT] Auto Parts
2309,ՌՈՅԱԼ ՄԻՆԻ ԸԴԱԼԹ 8 կգ,Royal,Other,ՌՈՅԱԼ ՄԻՆԻ ԸԴԱԼԹ 8 կգ [BRAND] Royal [CAT] Other
101,կինդեռ սալիկ մեծ,Unknown,Other,կինդեռ սալիկ մեծ [BRAND] Unknown [CAT] Other
2007,Կոմպոտ Royal 1լ Ծիրանի,Royal,Beverages,Կոմպոտ Royal 1լ Ծիրանի [BRAND] Royal [CAT] Beverages
1905,վաֆլի բարակ կոկոս Յաշկինո 144գ,Yashkino,Food Products,վաֆլի բարակ կոկոս Յաշկինո 144գ [BRAND] Yashkino [CAT] Food Products
6110,ԿԱՆԱՑԻ ՏՐԻԿՈՏԱԺԵ ՋԵՄՊԵՐՆԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ MARELLA SPORT EMME MARELLA,Unknown,Clothing,ԿԱՆԱՑԻ ՏՐԻԿՈՏԱԺԵ ՋԵՄՊԵՐՆԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ MARELLA SPORT EMME MARELLA [BRAND] Unknown [CAT] Clothing
1806,Կոնֆետներ Միլկա Ցանկութուն 110գ,Milka,Food Products,Կոնֆետներ Միլկա Ցանկութուն 110գ [BRAND] Milka [CAT] Food Products
3402,Լվացքի փոշի Սավեքս 2-ը 1-ում ֆրեշ ավտոմատ կ,Savax,Household,Լվացքի փոշի Սավեքս 2-ը 1-ում ֆրեշ ավտոմատ կ [BRAND] Savax [CAT] Household
1806,Ձվիկ Կինդեր սյուրպրիզ կաթնային շոկոլադ 20գ///,Unknown,Food Products,Ձվիկ Կինդեր սյուրպրիզ կաթնային շոկոլադ 20գ/// [BRAND] Unknown [CAT] Food Products
8708,ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ԴԻՄԱՑԻ ԹԱՓԱՐԳԵԼԻ ՀԱՎԱՔԱԾՈՒ՝ GBT ՄԱԿՆՇՄԱՄԲ ՆԱԽԱՏԵՍՎԱԾ MERCEDES G CLASS W463 ՄԱԿՆԻՇԻ 2012-2018ԹԹ Ա/Մ-Ի ՀԱՄԱՐ ԱՌԱՆՑ ԱՐՏԻԿՈՒԼ - 5 ՀԱՎԱՔ,Mercedes-Benz,Auto Parts,ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ԴԻՄԱՑԻ ԹԱՓԱՐԳԵԼԻ ՀԱՎԱՔԱԾՈՒ՝ GBT ՄԱԿՆՇՄԱՄԲ ՆԱԽԱՏԵՍՎԱԾ MERCEDES G CLASS W463 ՄԱԿՆԻՇԻ 2012-2018ԹԹ Ա/Մ-Ի ՀԱՄԱՐ ԱՌԱՆՑ ԱՐՏԻԿՈՒԼ - 5 ՀԱՎԱՔ [BRAND] Mercedes-Benz [CAT] Auto Parts
1806,ՆԵՍԿԱՖԵ Շոկ սալիկ ԿԻՏ_ԿԱՏ 41 5գ,Nescafe,Beverages,ՆԵՍԿԱՖԵ Շոկ սալիկ ԿԻՏ_ԿԱՏ 41 5գ [BRAND] Nescafe [CAT] Beverages
6404,ՍՊՈՐՏ 1HP DR K21 GREY/38,Unknown,Clothing,ՍՊՈՐՏ 1HP DR K21 GREY/38 [BRAND] Unknown [CAT] Clothing
2202,Զովացուցիչ ըմպելիք Coca-Cola 1 5լ,Coca-Cola,Beverages,Զովացուցիչ ըմպելիք Coca-Cola 1 5լ [BRAND] Coca-Cola [CAT] Beverages
1902,Խինկալի Մինի կգ Աթենք,Athenk,Food Products,Խինկալի Մինի կգ Աթենք [BRAND] Athenk [CAT] Food Products
8415,ՕԴԱԿԱՐԳԱՎՈՐԻՉ ԴՐՍԻ ԲԼՈԿ GIWEE GCHV-D260W/HZR1-100 2 ՀԱՏ,Unknown,Electronics,ՕԴԱԿԱՐԳԱՎՈՐԻՉ ԴՐՍԻ ԲԼՈԿ GIWEE GCHV-D260W/HZR1-100 2 ՀԱՏ [BRAND] Unknown [CAT] Electronics
6207,կն շապիկ 162p մարմնագույն s,Unknown,Clothing,կն շապիկ 162p մարմնագույն s [BRAND] Unknown [CAT] Clothing
901,ՍՈՒՐՃ ԼՈՒԾՎՈՂ ՆԵՍԿԱՖԵ ԿԼԱՍԻԿ ԿՐԵՄԱ 190Գ,Nescafe,Beverages,ՍՈՒՐՃ ԼՈՒԾՎՈՂ ՆԵՍԿԱՖԵ ԿԼԱՍԻԿ ԿՐԵՄԱ 190Գ [BRAND] Nescafe [CAT] Beverages
3305,Ներկ մազի Garnier կարմիր 910,Garnier,Cosmetics,Ներկ մազի Garnier կարմիր 910 [BRAND] Garnier [CAT] Cosmetics
1601,ԵՐՇ ՖԻՆՆԱԿԱՆ ԳԱՆՁԱՍԱՐ,Ganjasar,Other,ԵՐՇ ՖԻՆՆԱԿԱՆ ԳԱՆՁԱՍԱՐ [BRAND] Ganjasar [CAT] Other
2008,Արև Ապաչի գծ 140գ,Apache,Other,Արև Ապաչի գծ 140գ [BRAND] Apache [CAT] Other
4820,Ալբոմ A5 հաստ կողով Royal RHSB-A5,Royal,Other,Ալբոմ A5 հաստ կողով Royal RHSB-A5 [BRAND] Royal [CAT] Other
3306,ատամի մած Colgate Maximum 100մլ,Colgate,Other,ատամի մած Colgate Maximum 100մլ [BRAND] Colgate [CAT] Other
4803,Անձ 150-հ Silk Soft 3շ 70112,Silk Soft,Other,Անձ 150-հ Silk Soft 3շ 70112 [BRAND] Silk Soft [CAT] Other
6402,POJS2405INV-26 սպորտ կոշիկ POWERFULL JR 2405 PETR,Unknown,Clothing,POJS2405INV-26 սպորտ կոշիկ POWERFULL JR 2405 PETR [BRAND] Unknown [CAT] Clothing
3304,Միցելային ջուր Գարնիեր 400մլ,Garnier,Cosmetics,Միցելային ջուր Գարնիեր 400մլ [BRAND] Garnier [CAT] Cosmetics
2204,Գինի Վիվատ Արմենիա Կար անապ 0 75լ,Unknown,Beverages,Գինի Վիվատ Արմենիա Կար անապ 0 75լ [BRAND] Unknown [CAT] Beverages
2402,Ծխախոտ արարատ Էկսկլյուզիվ սլիմս,Unknown,Other,Ծխախոտ արարատ Էկսկլյուզիվ սլիմս [BRAND] Unknown [CAT] Other
1602,ԽԻՆԿԱԼԻ ԿԳ-ՈՎ ԱԹԵՆՔ,Athenk,Food Products,ԽԻՆԿԱԼԻ ԿԳ-ՈՎ ԱԹԵՆՔ [BRAND] Athenk [CAT] Food Products
8708,MERCEDES BENZ E CLASS 200 CGI 2012 Թ-Ի ԱՐՏԱԴՐՈԻԹՅԱՆ ԿԱԽՈՑԻ ՀԱՐՎԱԾԱՄԵՂՄԻՉՆԵՐ 2 ՀԱՏ ՆՈՐ,Mercedes-Benz,Auto Parts,MERCEDES BENZ E CLASS 200 CGI 2012 Թ-Ի ԱՐՏԱԴՐՈԻԹՅԱՆ ԿԱԽՈՑԻ ՀԱՐՎԱԾԱՄԵՂՄԻՉՆԵՐ 2 ՀԱՏ ՆՈՐ [BRAND] Mercedes-Benz [CAT] Auto Parts
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE65U8000FUXRU 65 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ SN 0AVN3K1Y500149V_x000D_ 0AVN3K1Y500150X 0AVN3K1Y500151Y_x000D_ 0AVN3K1Y500152T 0AVN3K1Y500153M_x000D_ 0AVN3K1Y500154F 0AVN3K1Y500155D_x000D_ 0AVN3K1Y500156Z 0AVN3K1Y500157L_x000D_ 0AVN3K1Y500158J 0AVN3K1Y500159E_x000D_ 0AVN3K1Y500160B 0AVN3K1Y500162R_x000D_ 0AVN3K1Y500164Y_x000D_ 0AVN3K1Y500165T_x000D_ 0AVN3K1Y500166M_x000D_ 0AVN3K1Y500236E_x000D_ 0AVN3K1Y500237P_x000D_ 0AVN3K1Y500238K_x000D_ 0AVN3K1Y500239V_x000D_ 0AVN3K1Y500240X_x000D_ 0AVN3K1Y500242T_x000D_ 0AVN3K1Y500286H_x000D_ 0AVN3K1Y500314P_x000D_ 0AVN3K6Y500266H_x000D_ 0AVN3K6Y500267N_x000D_ 0AVN3K6Y500268A_x000D_ 0AVN3K6Y500269B_x000D_ 0AVN3K6Y500270F_x000D_ 0AVN3K6Y500271D_x000D_ 0AVN3K6Y500272Z_x000D_ 0AVN3K6Y500273L_x000D_ 0AVN3K6Y500275E_x000D_ 0AVN3K6Y500276P_x000D_ 0AVN3K6Y500277K_x000D_ 0AVN3K6Y500278V_x000D_ 0AVN3K6Y500279H_x000D_ 0AVN3K6Y500280Y_x000D_ 0AVN3K6Y500282M_x000D_ 0AVN3K6Y500283F,Samsung,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE65U8000FUXRU 65 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ SN 0AVN3K1Y500149V_x000D_ 0AVN3K1Y500150X 0AVN3K1Y500151Y_x000D_ 0AVN3K1Y500152T 0AVN3K1Y500153M_x000D_ 0AVN3K1Y500154F 0AVN3K1Y500155D_x000D_ 0AVN3K1Y500156Z 0AVN3K1Y500157L_x000D_ 0AVN3K1Y500158J 0AVN3K1Y500159E_x000D_ 0AVN3K1Y500160B 0AVN3K1Y500162R_x000D_ 0AVN3K1Y500164Y_x000D_ 0AVN3K1Y500165T_x000D_ 0AVN3K1Y500166M_x000D_ 0AVN3K1Y500236E_x000D_ 0AVN3K1Y500237P_x000D_ 0AVN3K1Y500238K_x000D_ 0AVN3K1Y500239V_x000D_ 0AVN3K1Y500240X_x000D_ 0AVN3K1Y500242T_x000D_ 0AVN3K1Y500286H_x000D_ 0AVN3K1Y500314P_x000D_ 0AVN3K6Y500266H_x000D_ 0AVN3K6Y500267N_x000D_ 0AVN3K6Y500268A_x000D_ 0AVN3K6Y500269B_x000D_ 0AVN3K6Y500270F_x000D_ 0AVN3K6Y500271D_x000D_ 0AVN3K6Y500272Z_x000D_ 0AVN3K6Y500273L_x000D_ 0AVN3K6Y500275E_x000D_ 0AVN3K6Y500276P_x000D_ 0AVN3K6Y500277K_x000D_ 0AVN3K6Y500278V_x000D_ 0AVN3K6Y500279H_x000D_ 0AVN3K6Y500280Y_x000D_ 0AVN3K6Y500282M_x000D_ 0AVN3K6Y500283F [BRAND] Samsung [CAT] Electronics
3307,Սափրվելու փրփուր Gillette 200մլ սենսիտիվ,Gillette,Cosmetics,Սափրվելու փրփուր Gillette 200մլ սենսիտիվ [BRAND] Gillette [CAT] Cosmetics
1806,Թ/բլիթ բիսկվիտային Միլկա շոկ միջուկով 175գ,Milka,Other,Թ/բլիթ բիսկվիտային Միլկա շոկ միջուկով 175գ [BRAND] Milka [CAT] Other
3305,garniiier fructis,Unknown,Other,garniiier fructis [BRAND] Unknown [CAT] Other
9619,Տակդիր PAMPERS վարտիք15 S6 25 Մասնիկ,Pampers,Household,Տակդիր PAMPERS վարտիք15 S6 25 Մասնիկ [BRAND] Pampers [CAT] Household
1105,Աղի ձողիկ APACHE 200g,Apache,Other,Աղի ձողիկ APACHE 200g [BRAND] Apache [CAT] Other
2208,Կոնյակ գորնայա Արմենիա 3 աստղ 0 5լ,Unknown,Clothing,Կոնյակ գորնայա Արմենիա 3 աստղ 0 5լ [BRAND] Unknown [CAT] Clothing
9619,Տակդիր Պամպերս պրեմիում 9-14կգ 4 34,Pampers,Household,Տակդիր Պամպերս պրեմիում 9-14կգ 4 34 [BRAND] Pampers [CAT] Household
1905,ՊԵՉԵՆԻ ՇՈԿՈԼԱԴԱՅԻՆ DAROINK,Daroink,Food Products,ՊԵՉԵՆԻ ՇՈԿՈԼԱԴԱՅԻՆ DAROINK [BRAND] Daroink [CAT] Food Products
1806,Ռոշեն Միլկի Սփլեշ կգ,Roshen,Other,Ռոշեն Միլկի Սփլեշ կգ [BRAND] Roshen [CAT] Other
2208,ԱՐՄԵՆԻԱ գինի 15 0 75ՄԼ ԿԱՐՄԻՐ ԱՆԱՊԱԿ,Unknown,Beverages,ԱՐՄԵՆԻԱ գինի 15 0 75ՄԼ ԿԱՐՄԻՐ ԱՆԱՊԱԿ [BRAND] Unknown [CAT] Beverages
1601,Երշիկ Բժշկական Էքստա Գանձասար,Ganjasar,Food Products,Երշիկ Բժշկական Էքստա Գանձասար [BRAND] Ganjasar [CAT] Food Products
2105,Պաղպաղակ Լակոմկա Գրանդ Քենդի,Grand Candy,Food Products,Պաղպաղակ Լակոմկա Գրանդ Քենդի [BRAND] Grand Candy [CAT] Food Products
1905,Թխվածքաբլիթ Ռոշեն Լովիտա պնդուկով 127գ,Roshen,Food Products,Թխվածքաբլիթ Ռոշեն Լովիտա պնդուկով 127գ [BRAND] Roshen [CAT] Food Products
1806,Վաֆլի Միլկա 150 գր,Milka,Food Products,Վաֆլի Միլկա 150 գր [BRAND] Milka [CAT] Food Products
2106,daroink croissant kg,Daroink,Other,daroink croissant kg [BRAND] Daroink [CAT] Other
1601,Արմենիա միթֆուդ երշիկ պրեմա,Unknown,Food Products,Արմենիա միթֆուդ երշիկ պրեմա [BRAND] Unknown [CAT] Food Products
208,ԱԹԵՆՔ խոզի Ջերքի 30գ QR,Athenk,Other,ԱԹԵՆՔ խոզի Ջերքի 30գ QR [BRAND] Athenk [CAT] Other
6203,QUIZZO VRTN SPITAK 5983,Unknown,Other,QUIZZO VRTN SPITAK 5983 [BRAND] Unknown [CAT] Other
6111,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՍՎԻՏԵՐՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 6 ՀԱՏ ZARA,Zara,Clothing,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՍՎԻՏԵՐՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 6 ՀԱՏ ZARA [BRAND] Zara [CAT] Clothing
3304,Կրեմ ունիվերսալ Nivea 250 մլ,Nivea,Cosmetics,Կրեմ ունիվերսալ Nivea 250 մլ [BRAND] Nivea [CAT] Cosmetics
1806,Կոնֆետ Գրանդ Քենդի Ջունիոր կաթնային շոկոլադ սերուց,Grand Candy,Food Products,Կոնֆետ Գրանդ Քենդի Ջունիոր կաթնային շոկոլադ սերուց [BRAND] Grand Candy [CAT] Food Products
2005,Առտֆոոդ տոմատի մածուկ 270գ,Unknown,Other,Առտֆոոդ տոմատի մածուկ 270գ [BRAND] Unknown [CAT] Other
8212,ԱՆՎՏԱՆԳ ԱԾԵԼԻՆԵՐ GILLETTE MACH 3 TURBO,Gillette,Cosmetics,ԱՆՎՏԱՆԳ ԱԾԵԼԻՆԵՐ GILLETTE MACH 3 TURBO [BRAND] Gillette [CAT] Cosmetics
4014,ՀՈՏԱԶԵՐԾԻՉ ՌՈԼԼ ՆԻՎԵԱ ՏՂԱՄԱՐԴՈՒ 50ՄԼ,Nivea,Cosmetics,ՀՈՏԱԶԵՐԾԻՉ ՌՈԼԼ ՆԻՎԵԱ ՏՂԱՄԱՐԴՈՒ 50ՄԼ [BRAND] Nivea [CAT] Cosmetics
6111,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՎԵՐՆԱՇԱՊԻԿՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ԱՂՋԻԿՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 2 ՀԱՏ ZARA,Zara,Clothing,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՎԵՐՆԱՇԱՊԻԿՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ԱՂՋԻԿՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 2 ՀԱՏ ZARA [BRAND] Zara [CAT] Clothing
2101,Սուրճ Ռոյալ Արմենիա Բլյու 100գ,Royal,Beverages,Սուրճ Ռոյալ Արմենիա Բլյու 100գ [BRAND] Royal [CAT] Beverages
6203,ՏՂԱՆԵՐԻ ՏԱԲԱՏ ՋԻՆՍԵ ԳՈՐԾՎԱԾՔԻՑ ZARA,Zara,Clothing,ՏՂԱՆԵՐԻ ՏԱԲԱՏ ՋԻՆՍԵ ԳՈՐԾՎԱԾՔԻՑ ZARA [BRAND] Zara [CAT] Clothing
1905,Թխվ Roshen Esmeralda 150գ դարկ շոկո,Roshen,Other,Թխվ Roshen Esmeralda 150գ դարկ շոկո [BRAND] Roshen [CAT] Other
101,ՁԻԹ ԿԱՆԱՉ ԿՈՐԻԶՈՎ 314 Թ/Տ,Unknown,Other,ՁԻԹ ԿԱՆԱՉ ԿՈՐԻԶՈՎ 314 Թ/Տ [BRAND] Unknown [CAT] Other
711,Հյութ Արտֆուդ լոլիկի 1լ,Artfood,Beverages,Հյութ Արտֆուդ լոլիկի 1լ [BRAND] Artfood [CAT] Beverages
1905,Վաֆլի Grand Candy կգ,Grand Candy,Food Products,Վաֆլի Grand Candy կգ [BRAND] Grand Candy [CAT] Food Products
3306,Կոլգեյթ Ատամի մածուկ 100մլ մաքս ֆրեշ կանաչ,Colgate,Cosmetics,Կոլգեյթ Ատամի մածուկ 100մլ մաքս ֆրեշ կանաչ [BRAND] Colgate [CAT] Cosmetics
3304,Կրեմ ձեռքի ձիթապտղի /Նիվեա/ 75մլ /84605/,Nivea,Cosmetics,Կրեմ ձեռքի ձիթապտղի /Նիվեա/ 75մլ /84605/ [BRAND] Nivea [CAT] Cosmetics
6115,Տղամարդու վարտիք Ալեքս սև M,Alex,Clothing,Տղամարդու վարտիք Ալեքս սև M [BRAND] Alex [CAT] Clothing
2204,Գինի Արմենիա սպիտակ անապակ 0 7լ,Unknown,Beverages,Գինի Արմենիա սպիտակ անապակ 0 7լ [BRAND] Unknown [CAT] Beverages
6109,Վերնազգեստ տղ Relaxed Baby Tab 79554-0032-S,Unknown,Clothing,Վերնազգեստ տղ Relaxed Baby Tab 79554-0032-S [BRAND] Unknown [CAT] Clothing
8517,ՁԱՅՆԱՅԻՆ ԱԶԴԱՆՇԱՆԻ ՓՈԽԱԿԵՐՊԻՉ-ԲԱՇԽԻՉ ՎԱՀԱՆԱԿՆԵՐ PALMER PRM-LS ELCAUD-0002,Unknown,Other,ՁԱՅՆԱՅԻՆ ԱԶԴԱՆՇԱՆԻ ՓՈԽԱԿԵՐՊԻՉ-ԲԱՇԽԻՉ ՎԱՀԱՆԱԿՆԵՐ PALMER PRM-LS ELCAUD-0002 [BRAND] Unknown [CAT] Other
2101,Յաշկինո վաֆլի ռոմբո 200գ,Yashkino,Food Products,Յաշկինո վաֆլի ռոմբո 200գ [BRAND] Yashkino [CAT] Food Products
1601,Գանձասար Կողեր ԿԳ,Ganjasar,Other,Գանձասար Կողեր ԿԳ [BRAND] Ganjasar [CAT] Other
8708,MERCEDES BENZ G CLASS 2012Թ -Ի ՄԱՐԴԱՏԱՐ Ա/Մ Ի ԹԱՓՔԻ ՄԱՍ ԽԼԱՑՈՒՑԻՉԻ ԾԱՅՐԱԿԱԼՆԵՐ 6 ՀԱՏ KETAI ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ,Mercedes-Benz,Auto Parts,MERCEDES BENZ G CLASS 2012Թ -Ի ՄԱՐԴԱՏԱՐ Ա/Մ Ի ԹԱՓՔԻ ՄԱՍ ԽԼԱՑՈՒՑԻՉԻ ԾԱՅՐԱԿԱԼՆԵՐ 6 ՀԱՏ KETAI ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ [BRAND] Mercedes-Benz [CAT] Auto Parts
